,speechiness,tempo
2CVPwqvMufcF3a475EhZQw,0.0344,85.009
5CVSVJRkq4bVVIAn655cOi,0.0471,170.117
1s4Ie0cT6P73SRSfh3oyGW,0.0638,99.641
5S0trIOWI36tl2ylCRfHke,0.0357,139.568
23cj0rlc0UtTBaCg60VCkm,0.0423,138.976
6olUplztLFFfU7fMYmFXOP,0.0304,98.04
6g0TAJ1grweRwBMLQyiZFb,0.434,173.986
1pEc2SNzgGvbmvcapQ566n,0.0508,143.999
106R0orU4XC4tFbugFfRzT,0.0309,119.549
3cKM7UXBZmgjEgEBTkaIlU,0.0434,115.013
1ZeDhph4eTRaC8VICOBIpa,0.137,93.006
4qoAeFUmBUhbTMEDweADvA,0.0503,126.038
5aeN4wGX2VvqQLy16ptUbB,0.0348,101.14
065aXD9TzhPmwlfSIQnp1T,0.0415,90.594
55bf3zE37v7S7nE4FJ5TQS,0.0526,126.066
6Zf4AMWgnUDobtAixiIqnZ,0.0292,91.999
0ZPLMSJbmdK6Rw7bO0Ux9g,0.0509,126.034
50OUltSwhS1CuwTJFhMgoB,0.0995,147.961
1zEVPE9DRX9qihIcIY2h7n,0.0378,118.426
49k6iIn3ceIhyeFNSQChQh,0.0728,99.639
0hnErtVKN1JyvfBNfpWDpO,0.0249,76.874
2Cpkxl94ijKgxt3Weisfz0,0.053,159.784
0y6xOhLaW7NMifPaqYb1Un,0.0429,119.997
06AVpLCcfRBHuDyQosPfR3,0.0312,135.935
4pszZ5HDoNWtI8NAu9H3nI,0.0338,100.075
7AYGqsnpoqxcdfTc8NgMnb,0.0438,79.017
2Gl0FzuLxflY6nPifJp5Dr,0.112,90.066
1dZRSXQzK9y4FlV7zgKBb4,0.0252,111.028
14Iey63UC7ohaE6d9srFrE,0.0399,126.569
5dbgfhQpLiycbirhH3dJdh,0.0453,127.911
5eFhx498yYeD1pWTMKt3bP,0.0552,119.985
0t5DC8Q0eo4RkxlCqhmEQL,0.0351,93.987
6vexK3t9XLIHJlW0n7YLfI,0.0849,90.002
0UjhFrd7zuys6fqh439ufX,0.0335,163.905
3qmMAyFYFx76xkbA0aYfyB,0.0337,126.99
22OBafDBYjZTaftTuQNJqe,0.043,100.011
25FjcKQ4IWvVnhqu4XUcpm,0.0309,122.021
3qI2n6X2F5OHZ4FDjpaLs2,0.0738,131.05
2pbWkjtGtjkzBdZ95GFINm,0.115,117.917
0sAa5wcM9Iy30eAf9A9zl2,0.0877,179.934
1zg63S70JHm0mi4n3NuYti,0.319,96.349
6fJUmpdbIZS6YSSHHTuVXp,0.0311,160.009
6oavhKL9GSyqDv807g7rpm,0.2,128.041
5B6Z7NwVqA7W3UFiqBdEJC,0.0527,126.538
1orgfjGJoycODSItcGVatE,0.084,80.472
4I58RPHVzDldHfK3t5HiZA,0.108,114.964
34p2SqKRin82srLAurDjgt,0.0369,90.162
1bloF1LHgUVvPJLxrzxgu7,0.039,125.887
4PEuiFGsfK64P7oqy3Yfc8,0.207,171.805
52EGIALITgYJkWVlq42VfK,0.0554,169.987
05ZACkzW8YbRq3eFgIfSNB,0.0255,104.023
5fKPVpf9M1JU3j1fDAwfYo,0.0687,74.953
2D5adC0RphruAR827qIy7g,0.0414,131.327
5VVWgWH8HFLAtM8lbttvn9,0.0786,128.223
2dEJE18eoskLm4bjSW6kmY,0.0355,96.067
5OiLJ8tjUPFiPX2gVM8fxJ,0.365,92.035
2jTujnt0y344ai1rNOywgr,0.0435,119.987
70zUEijuYRA9thn11rPY9x,0.0992,183.867
1iSoEZbLfJ9QzwC5BQco35,0.217,120.981
3szvHKO6zAhjoQgG8SKyVu,0.0556,89.005
1c1iBpU0KcX14ilhkbCUt6,0.032,114.988
2D2FJPDJ2Wau9vSyhZpcyp,0.041,115.638
6aBOKxmTC5VYV8yK5p31WB,0.125,166.204
5Qyywa7BZCkXE5K6O6OHPb,0.0589,144.064
3SC4yUuwlSL8NvsYgo7B0M,0.054,131.007
4fXCEqeAvS6YjFwAD2UmSg,0.0352,131.258
7qc9PaK7JeTgMkLwaXgW0q,0.0772,163.938
4xtpy5lEYd3Feg17826h4d,0.0265,150.126
6rxEQtEzFXkXoDBqhM1auK,0.354,134.039
7e6O8Wd9h3NWK4Jc2V4AdG,0.0623,146.05
7e0agBdgTU6r9hPM3rb9FY,0.0393,120.002
6dIioNaiZINcXssfVlnO8P,0.105,80.949
1epIi5l8X37grnl1zoF3AP,0.0681,112.037
7FO6QgfJRKtEwZiYO0dIO9,0.0515,90.013
5hRm3jPT463zpu94TMgCpO,0.0405,136.191
2BnjU9TqIovk0IQ7jJaA4z,0.0383,94.415
5JDcQAztvZTIkrWoZihgvC,0.038,73.139
7qzFXUvBk7lELXuxVREypV,0.119,202.234
74zwpxcN8WD03yZwLPYwLt,0.261,101.022
5hJFhO9dvhJoDvUZZ9iWSw,0.175,179.063
59FYUvlodY7NCZGHk7yJt1,0.0301,125.981
5EYmoAWIbrnrSMMkfHpJ2t,0.0569,125.963
0jo74GzG104tEIxTGaI6kJ,0.0357,94.02
77IAeEz8LEchPN8UNjaTJ2,0.312,161.943
3zAIrDlrGJ5cwBHMR1YaLl,0.0767,155.921
0ZUJJOh6eD2Vsp0DPIDn6m,0.0322,96.895
6pIhN2XWqNhc6o1YS6ZHVH,0.282,72.011
0eYuNIcDaPTn9p6iPl8Yoa,0.0422,92.032
79XrkTOfV1AqySNjVlygpW,0.478,172.104
2gclEK7L5PV7OX2ggxEVPt,0.0444,96.015
5flETcE0vCaNcbgcMy5AYY,0.0381,73.7
4uYamklPK5p87CZgrQDFD3,0.0254,77.378
4IyemaA2yUElYlOiCV1vGC,0.0275,106.395
5PhYHvSTHSo1jXX6hNAalm,0.177,94.24
5GNgD84Cveiz0lO8GywYtU,0.0559,78.031
0qhWmFudsWBF4JTcHkH4Ts,0.0495,74.362
4XXM4baL3tRJwM8TW0YB1d,0.299,149.667
3CpoeW0cZSDzIRv5z34F87,0.137,163.961
5BtE11fzSHM9BooIr2qNpN,0.0539,143.133
6I0wYPz2GKCkUPfMTE203O,0.0538,100.921
4q6bFbS5S0uY6uLuXlKVrr,0.0704,133.074
5RWiKqLr4lAQ9FTM8dpJ6u,0.0593,100.027
4FuvEiEY1f1OhBJpk237Hj,0.0808,181.978
6FzUX4kFBss56SSjAsLi7t,0.0334,125.026
1oMXMdbuxaHK5fw9A5ZZCl,0.061,109.028
3zBWN2RILlV8RshkKvQsW8,0.0776,96.056
0Na0txHr0N0x1KkyehAmxM,0.0459,120.02
5fc6rQgAKiLutfUYWQ6QnJ,0.0296,137.02
7FlwylpJSe3ea6m1IrkizS,0.0369,113.255
34t8SsA7yEqv6c7bYJSLJR,0.267,119.955
0e0qw4iYNbBPlvWR5zO8EN,0.033,127.787
3gqP2hxwgi6mb8FhtEe4zU,0.0325,119.159
7rjK8CDTtTn2KG9Zja7ETj,0.0272,109.092
4pDMkmUffwBvsuZuQx6lQo,0.0338,109.968
6CfrYuD3YRDYdYvH9jNtXY,0.234,97.063
5A63MgoNPniM7necFglMhe,0.336,99.01
3wKPZXhC7OfBShb9aaN5lz,0.0826,144.279
7lsYGc5H5DHktxO7gbB8bN,0.0794,149.882
0A3rvb6kD59v1mwd179iGD,0.0512,141.304
0a86ZlwrZlSNo8JKcLbeJD,0.0326,143.96
6bxyTE0a0SFneMeIxXDCm7,0.12,95.149
6FLwmdmW77N1Pxb1aWsZmO,0.0301,82.803
78ZA7OybDvDl6Lx07l8EW4,0.0569,157.176
50SIcPYb3sCrKweC6C4BQC,0.044,206.73
0cHbRPjdFI5dbHtJWf4E42,0.0634,144.11
08Ov2H2138fpC0k0jxXFBt,0.0291,135.567
3yfamqupOFOUZdHetr0i3h,0.199,174.992
3SnXIPWciHwAS04oKdPC0l,0.0365,178.192
3Uzf9170bXnpbqHyT3Vx3D,0.0271,125.996
1fVWVQMxDkJQtRXbieKTGB,0.138,98.109
3MfO2eMTwf5LLyMqjwGXLl,0.0321,122.465
1bOp9ko9VC1xKu7W3tYyN6,0.0317,131.928
2J3n32GeLmMjwuAzyhcSNe,0.0572,157.974
43KOxR9m0vrfE1rI1EPw1z,0.0409,75.092
0xMd5bcWTbyXS7wPrBtZA6,0.0432,87.016
6lt8N5nSY1EaiyeDRAIwcW,0.0526,130.017
6pgcemorqrMnsBnKJ1RdWT,0.053,139.005
2ovQyd0G6i1s6irAQvo4CC,0.567,190.024
46229uDbjzfzq0jawwawcp,0.0586,122.026
2ZK6X0GJhiYc9HLr79R3gB,0.0458,132.017
2g5cChGDcrjtpRVGA7q4Eh,0.133,82.986
73Qlt0XuhuYzEigjitm2ze,0.0366,114.08
1ulXmqjktxSdrdT1bzc69H,0.0418,132.032
6HtVUKzokvRSg7HNbepxiD,0.054,83.994
4bhTJfVPynHxot7dlVNgq7,0.0407,135.093
1BDKqhEFRW5d9Y5CVXNUL1,0.132,150.847
2S9MdjTOSJDwYPpPl7Biuq,0.0428,153.991
73tgFzBug5Ifk1Retdtwk7,0.347,89.368
7kzKAuUzOITUauHAhoMoxA,0.0297,104.042
1hKyO2KSCAPNHkJyftLqX2,0.0286,99.866
438pDeitzDDEtunOhnmDEp,0.221,160.031
44gWm1spxejf9cc589qV28,0.306,166.247
7goKEAr54Ws8nwcGJFd57b,0.0609,100.083
00xR9dHhuaNznqB4FSzOlr,0.102,137.377
7t1lBIr3WIEtqQEOdZFMUf,0.34,134.369
5hG8QF26Dk6ztlJ6AbdO5O,0.293,96.872
50k8tESG5rNN1FrU7aTmPE,0.674,130.102
0BggbhHic0tTfyqhUFqoXO,0.0381,108.214
6XPnguEPr9BAEFLJ7RZeOP,0.0356,147.992
0Cg1DQkhhXZDYd8dYaGSGB,0.273,110.284
6DfvtrAhkXb6ruEaTGdA8r,0.0297,183.171
2JK1AI0SfgdAnmhieLt43Z,0.0352,140.012
0q5DrtpnnGpOvBy5nnPMbe,0.475,180.122
1P6cM2zGc66h5acmYdJ08n,0.0596,145.789
2N7aRWXB8I1egGrpNNTq4W,0.0483,140.929
0Ctg5Erhl2MH6dHBvHF5dw,0.0714,112.127
1Ebp8tgreavAhAt76zxBST,0.166,140.054
3waqTVDqVaOBpMHJr4Evqd,0.134,175.015
0DVYNCW1rH6C24uBiQ49Jr,0.628,68.842
1c6OkEilueQeaAXaOKCi4G,0.205,127.998
4kNR0YzVLslyCp9c1Cq4Vd,0.0365,129.109
1DgyqFjyOsVTakAMr6Qowi,0.0441,112.509
6CzFN8d3lmz8zBu2BRJZQA,0.0363,128.005
017nSBNU2XHwMV0NCWZCqg,0.0269,90.062
7AzunAhx3JfoHxYS5N6KVx,0.294,138.147
1VD0X6ymgYc4bvYUHDfVuT,0.0279,110.022
6QbcLktLNe7eYqh8TjZeCd,0.0384,134.498
51txLjbvSBRvtxjCjAFLkM,0.0494,133.064
4YwNf1fLZt9IQhJeHNWfBi,0.0438,78.802
2A7FNhbySquP0bwc0JqRLq,0.0389,88.917
2zNt5fxWw3XHyQfgxQ0l3F,0.0489,64.919
0LOmGkhkFiWMO8D8TWlXdY,0.0717,109.248
4htbAEZWr53J08x3dUv00W,0.0405,203.824
5QfjjXpqTmWjzm9auqzQSJ,0.0436,120.067
0Ti2dlF2xLjXblvdU5fCxM,0.0533,143.519
7e5z8Set6bsGDh8KIsZnoX,0.256,179.725
54DkuNM2cLPdWDeHN3tswB,0.066,79.223
0yKK9to5WLMT35x8dRU1W5,0.0275,174.38
6ZTilFyljGPpZeS5KbU0sh,0.0383,98.42
2tFWAJiwcPMm85eUzXoOuU,0.0427,108.221
5jKFeBEsJognlVRDipyApM,0.0297,124
0PZCJRizjjaygMsxthL0dr,0.039,128.011
1exUmVPVMO5cIKSaup8qpI,0.0246,103.996
1jyddn36UN4tVsJGtaJfem,0.0332,170.593
58dSdjfEYNSxte1aNVxuNf,0.106,91.367
0pT1DW5RUHelpBMyEgWwaU,0.113,105.99
0bAcUzQFykccWdqGGiXFbD,0.0472,126.674
3vPrFUtWpKT9oNW94NDDEW,0.0289,132.639
77A7dWpSxVoauUbJn83Oj3,0.034,121.949
0GixW2r7DQK76xOxMmKn8S,0.0318,147.901
4oW2r1KLUckzXrofvgh95E,0.0283,88.021
116zLDlCFB2T1g3yS4UAiW,0.0276,184.041
5Y2Ka0oeyGO1H2jTqI2ERs,0.0603,80.736
6L3VWDPDTQkQFkqvmpAUMU,0.0404,92.021
3qkwEDYcR2YxsMphPYT9Th,0.122,204.065
7ctkpqGJYeUqi437BGV1yn,0.0374,126.825
5m5I3KcV83zf2p2qbsnr3y,0.0418,95.49
0jTTjg6q4jsd2RhuHwTvLj,0.103,114.966
4E2JUURqZaeGBQDfgGe8OJ,0.0533,179.727
5YzA563GXTuwQaRq24z1k5,0.172,94.987
6gh5TYW5gLGSLgoOFlPpNp,0.029,161.992
7m3mf1vU7CZHhwXcxAX7zk,0.0343,106.46
5hRzAbY2AAO258hL6oqsqO,0.04,97.012
4zqFAODbd3xKVzMB05GHgl,0.0339,95.752
0pJTrMWCiR0TuJ5FApIqrz,0.0612,101.097
6KRpHi3wIj5obPdhy8VZyM,0.469,153.228
1vXuYPpkLjn1v06E2EsWQY,0.0701,85.824
0L87MffumRNWrY2SNUFcvs,0.0343,114.033
1sCIUw34SKhOxgh9h5RxaN,0.0333,74.528
24cKN8P2uGWypxTw5WaNlq,0.0307,115.082
0wSW7w4bb7XXKxcGS2vVvW,0.205,115.017
7qZdLKPA5TXDxpd10AGpf0,0.0558,162.956
406flE98TWnLSUlAlEbJBb,0.0403,127.02
4wY7saaaFfQBcNzimjdJ5Q,0.037,108.037
2aniiMAbFXjyUPPg3wpDpo,0.0266,95.538
12sfHH8Fik3YMc7MELGqia,0.0432,124.961
2rxfHBai4BOraDIIRgeMZI,0.353,98.252
5J4FiKDJIdJ8AKx2gaWMt4,0.234,99.926
3G8AeSPICnsTqCwdQRnB3k,0.0563,108.013
5V0Z4NV4H5HinQhnVeNV5t,0.0777,129.591
2TJqhMuTx2eMun7MMQVIFy,0.0394,176.08
3qrEG6rQ9Qm72MNWeUKKiU,0.0355,121.454
7lNxDmqhKTOAlFBPCmkvLc,0.0506,146.312
4igfu5TYoRifBgMd9ybDrw,0.257,152.005
4e0V0nAuMtwmTD29s4IGJo,0.0403,110.632
0hqAWKZDhuOfFb6aK002Ph,0.265,159.997
63sLFn6GyiEEYu0EfYg2O9,0.1,101.707
1zQjw5A6iqzTdUwdOdGjIP,0.0379,125.014
0ZAbupc7jAQpG9IxojQ3s3,0.0411,119.903
647D8WS57rPpIM1AXXHpHJ,0.0333,122.018
6s2kbczHvB0VDd5US1J5AL,0.031,101.229
3j8Kzp9FLca9HsLoneHGLi,0.0357,82.364
50H9PjGfpnHtdb3Fkwssrh,0.0388,101.303
0sGRcku4eqNPqlMPTIokKr,0.0301,152.983
09S64DUkxIX9EwIaULu6yN,0.102,96.022
6bLopGnirdrilrpdVB6Um1,0.174,191.95
1FvDJ9KGxcqwv1utyPL3JZ,0.0436,103.912
0M1YQiRGel1tTMjA3orfRd,0.0487,122.612
2t42wAZWVmtzX22lK6crPU,0.36,96.908
26l8qikpuaLHmYfLOkdGRS,0.0289,135.977
11bWo3DBGGxra0RQms2d0p,0.229,152.045
4AMfOyPTzd8G1kVFWbzy7G,0.0323,95.002
5NiG4l7cikq45BSS4Qx5Zp,0.0898,136.005
0UCQYLkGwFO1LwqSiByt25,0.0358,130.016
54qvdj4cZQorkk1w6M9Vbu,0.0355,109.949
6eTtcFz5p7a2nPwsDCTG0A,0.0362,158.613
5shVe2S14Z10SVAdH8aDUw,0.318,97.988
2ncMlnrDwSfnYnV5ixxuib,0.033,137.964
1ZAjMknNremJaQX5dORIM0,0.0312,125.037
1DcgO3IacaptDIb4Ly0TEc,0.0298,128.071
6llJQueoTgqptK1HVUJBSI,0.0557,160.144
5CgFGKdTn8R5dXGEPEX6Gm,0.122,77.461
0ZQoml3pvJlDcJLsmiqxoF,0.0428,101.04
0nghE8iUqF4SkTaMqQNxiG,0.108,91.967
6XuwiHxoUmeL8CXkF82TI1,0.136,61.828
4hRA2rCPaCOpoEIq5qXaBz,0.298,102.249
51ChrwmUPDJvedPQnIU8Ls,0.0399,134.943
5M66BjyDzijqQPLNbyujAt,0.246,86.958
0sRyReasfit4x39r9OTuFC,0.175,179.95
0QBFqDynMzsxwgaftPvgSi,0.336,107.575
483SvHzxlCctQqZOiSDb4d,0.4,135.563
29QyPwjZKlSbDeMk3RGfWL,0.0437,167.901
79nzJjImUVIS84cvQNDa2B,0.098,159.939
13zBKBrKYnew5n3SGrDoyT,0.0391,115.018
2vQwlW8H1jFveGNXwZfJCV,0.0412,88.388
329GYkRinmvsOZkrhcspZL,0.0522,140.11
4qVicdNCJ70GwQTGu7sPp7,0.279,89.982
5bVPrTjIuNYwcBHQUEQTyf,0.079,188.269
1WbddHzTVpCNqpPn4uYq1p,0.0421,172.121
67ncKGqScuJdNUN6bTqclA,0.0433,102.107
2A5NJIPnIdZZuvU8kFhhXL,0.117,93.689
5MI5OXY7k5SXSvTMIYZVQv,0.0444,155.973
2erargwcsulnWvsyhmLlr9,0.0377,129.992
6VndlbaMjAscnEeqrVkMN2,0.0409,148.005
4MsJkeLezqXDVJfJVccqlU,0.0415,164.005
6UBjSnyP1O5W5ndJoO9vUk,0.042,118.552
6YvAO2lwuLVmSKRXV98b9M,0.0417,99.947
6y20BV5L33R8YXM0YuI38N,0.057,170.411
6JgbktlskIRt68HBmkfCgr,0.0943,113.028
3q6x9cz4G5nYbAQcLa43S5,0.0498,130.103
1lh3TnDpfNBNfLfOWghNnp,0.0335,102.059
2XXsVQFBC7pxTuqtOKMp0u,0.0299,101.169
0NVTpy5COXhzMqgp1Z6P1i,0.0413,171.451
1K2vCXEItfiz7Yp5PQXFkx,0.0306,137.879
2Wc5No77rhsfW2mB9LzXB3,0.132,119.634
4p7R5J07hbgywusADK1zD1,0.0703,94.979
6LGWlKZOp1Qi8rmjaOJdub,0.0378,143.999
6PIEE443qM0IS279RdW24q,0.2,94.51
3lpa6fzS3rSAbRogEhWxu7,0.253,112.361
5hslUAKq9I9CG2bAulFkHN,0.0369,201.629
6XIWqXj7Tps4dAJ1wSO8Qe,0.0487,164.194
63BuO7eAacBKsqlKsD9aiV,0.0372,75.498
2Uj2BjZXVv9WvYFEVl8TDi,0.0328,78.999
19XQb9uJRmHwxb0EOVXkvn,0.13,129.095
6Tbw4YF6SIPhnOIwT8OGft,0.0706,116.972
5NqMMfmPhQoZDunOeC3mFX,0.834,150.862
4Fx3LVYQXplhz70cfoqbgq,0.0386,115.147
2lOUdt3mrKYs9jrheL3PxS,0.0263,100.132
6pqKbOiVd58jcnxqIB10Ra,0.0456,89.982
7tXogifJ5Pn9bGHFjFZ4jQ,0.218,90.825
30KASkwK84sWmVEqs5gu09,0.0442,139.507
4CFJqiSoxO6QCRRJtSFPeu,0.037,133.838
7Aqu18pKKdYTvtkC5RXCOR,0.0399,95.979
1Oi2zpmL81Q0yScF1zxaC0,0.153,127.641
6zGDIDjfDkPyNxrEERO3XG,0.0715,145.405
1jROHCeEzDr6VnV8EnBnik,0.146,135.959
4Aeh42a4loddk27Oe3pSF2,0.0335,139.969
43D2iSp1XVGI6OOm8gvwnF,0.0376,127.976
3rMHA0XxUHVFTNVOpc2z1u,0.049,135.135
0hnb3oZMJNc5SALN7K1hmY,0.074,144.001
5SP7zOqcff2WNjdpiQlele,0.0715,105.993
2ixswrurtpfZHrx406eGgw,0.048,112.964
6lsXYMxGQVcMsgqQDav4Ii,0.0658,129.962
1jypmXUJgxWKWJZdDsJiXQ,0.0478,112.85
5sCFhZksQS7YZjG5nl1fyP,0.0273,176.078
5q8oybjZelukF4h0CzSUN9,0.0928,139.987
602WSZ83yWG1PiAClKczLG,0.0516,82.991
60OKW0mZiPFHVpHl3eHueg,0.0362,157.975
5Ru99vS2BaLyBCH1PXFiJo,0.115,95.582
6f5Ako08L6zo4uLsE4RyUV,0.05,163.973
1J02p0AlYptTfos2M3hLW6,0.0302,128.416
30EkLEbzrsYZ6iMdjAiRRn,0.161,83.804
3f2k8op0nWDoZM4pXim6wG,0.045,130.008
5JedBhwRzsHLodF17y6lor,0.426,125.069
2abROxNx4wNWPVwbFc4Bcw,0.0405,119.846
14UsoWbAPICOlScAO7upXt,0.0354,149.501
7eheoW4hxrH51ww2QePVwF,0.0935,112.187
2Vw4bLczjnK1EYayXJgRUu,0.0418,100.931
0eZBeB2xFIS65jQHerispi,0.0281,85.794
1aaoIHFT9UqhlaEwLAhh00,0.164,99.883
27te5wEv1SXij9SP9d1Rib,0.35,92.969
1PPTlPJqKuL0fdoTmzwXJy,0.0434,106.632
0mvkwaZMP2gAy2ApQLtZRv,0.0358,143.837
197GCAEeZKnKK7jepxfkr3,0.034,102.014
500Tkm3vJmVtdUwdCVxCTb,0.0603,151.695
2X0XfDwZ6IsOVL1BRuZe86,0.0865,140.11
7xRCI09NXbLPPLknmdz0zz,0.0373,127.79
34DdiMOZFVqMHu0uJ2Vd8a,0.0431,112.392
1oJaumhe1rUBOgX0k0z0eg,0.0282,145.329
408W2a51nGfAzY4AmWbt2H,0.0641,93.943
3V2cgvvI483DKomiZBYsAA,0.196,110.026
7av4raprzW2bWdjyAaH3hz,0.116,205.375
2zNjNrQLgkwQDsIeomo96b,0.0447,110.043
42zAWdwkrkufVDDdAXoubu,0.0309,147.861
6GQuF9vzJAVs7fYN9ftBdP,0.327,146.118
3MtlKMer2Lw2uoFox09uGQ,0.0339,191.266
3lrtTTdZWXoF8Uzq0g7H8p,0.0473,146.036
4f3RDq9nYPBeR1yMSgnmBm,0.0496,138.225
1x0XAyg8KDBQ14yAm0NV46,0.0354,108.135
7KXL3yfanDowu6shK3Vl0d,0.0285,99.96
55Fpeuuc2sbQiy74eA1gTt,0.0773,165.069
6MJjiqDXQ64Hx7aFF3k1Nb,0.0713,107.992
7dJiDDo32YBDppIe3ZwiNP,0.0899,77.012
7iwjyy80SoZadgVg8DMezO,0.0437,123.177
6kSoZBTDLlyukdWgLM0TUZ,0.0335,115.009
3pwhYvXh6ttZfxEqkeInQv,0.0356,131.892
6zpXc7WJ3TqYWb02B6sKyF,0.101,83.339
0doHBA3aXEzvba2VqYLU4z,0.335,83.667
5y4TDQdYzlT4eoQIPOgNDz,0.113,90.038
3WS7spXVlbeC5kjePmHMQW,0.0366,100.01
7FJCLWS8BDuSkA6aPiZUfF,0.0329,94.32
1DirzC3jiBhwQ15rajeobq,0.0469,108.019
6YF3c5wRHPkYjTAbhUIQXH,0.0289,133.867
2NSFg6KZjXOXLOZ3ayZFbV,0.0454,104.315
1vpkbZQWzv170Rap9lmm1h,0.0488,104.647
13jkajO7W5ZixoVmtU2eLl,0.395,119.556
19foFjn93KJtO60xBx0vkz,0.0424,100.03
14flwcbz38Q5HeQiutm0SQ,0.0281,94.926
1EPWbvVIpMfac0Houy0uUX,0.0306,111.893
4BAVTojXyfCpQM9myiyTiR,0.0959,117.879
3eYfbFYEKQIdFDEdZfu9QH,0.0459,115.174
5p0KCAuu5nrHpTuAIhHdLw,0.0727,95.992
2KGyzDarkQlaiJMhpDK84b,0.101,156.946
5axOkQnmQmwtjr4bv1Xt7i,0.0724,137.937
0FV5UJ3aGray3oeNBpJ8oc,0.0611,89.945
4xJWfVNC52PSK5ObyOKQsw,0.0514,101.99
4XE98WRGbBGRZ7jQ9wIwFt,0.0437,130.009
3X1fTWrOaoW1T5Fjvfx0W2,0.0486,143.872
7wpH0tW66u662UXY4M0pM0,0.201,139.978
3wLgItLsebXrIZ8s9sWlod,0.0692,184.087
6OgFlIDGpfy1gOs2kKxhZa,0.0592,129.801
1UR4TKO0qS4E9A4KMvVOBY,0.0504,196.01
0sgpDWD8lFKaJNSFuhULyq,0.0364,176.773
0UbibsoAkjS0cvOIFGqVyc,0.329,143.927
4gObQXV9hSCNwgM09NMwiO,0.0391,118.842
500XjFuAZEBODSL6boVKbx,0.154,164.906
7EaScyD2SKCSvZHqsY0RSK,0.125,119.998
5mb6YQWIVJ44alLjCZmGTT,0.0294,91.058
7vRriwrloYVaoAe3a9wJHe,0.3,92.6
3pJNzzzZ1ntmFqoluaXz2c,0.243,120.014
1UqhkbzB1kuFwt2iy4h29Q,0.0417,128.978
40xz60ciGIpsRtDqRfPKBE,0.0461,111.872
1vxOy4YZ22nP51mRFPRsvI,0.035,107.949
6bxHtSlqZ8YjGai4d1iYIv,0.0722,165.021
6VVd4kRfzBsZqFbvEAjloh,0.0574,140.912
5lVabPJOwU8e6sAptZQs9Y,0.0471,93.009
6TgMbmSjdlsnQLbVALokr2,0.12,130.993
59RNdFA4oFNIvTIvaBxqgQ,0.0356,117.012
5ZS0m44TIjIScS1dHpJ6To,0.0313,128.021
13ZxF2d4gzN0Qnhr8gRkWe,0.121,120.011
3Z25k4ZF6QENy2d9YatsM5,0.0321,115.732
3MIVb9pn5cDSdK7yNDsMU1,0.0481,115.401
2YuCfB8aZJdK1yTzr1bBkG,0.0371,74.945
3QarT0PsWKedSE5UhghJz2,0.0329,97.679
0bYDebBlQxsDR4hCgbbpOW,0.0299,75.328
1UWRGR9ZnFP0UAIB1VX9ZB,0.0727,119.974
6prKHhjQS7vc1YKLI77cQJ,0.17,89.918
6qUEOWqOzu1rLPUPQ1ECpx,0.0604,105.448
5vYA1mW9g2Coh1HUFUSmlb,0.0284,108.031
5Bw31Vx2QMJEnafoYve8md,0.155,128.073
20ORwCJusz4KS2PbTPVNKo,0.0522,79.235
2XEdrmqNM9ZQQ24ViuceB0,0.0323,101.987
4ERPTflJDoXxUb2lg51gp7,0.0326,100.366
6e7qo238ahzrqYt4F7xYMT,0.0295,83.714
6dvWolcyCDCyEwlP28BhGg,0.0383,130.034
1JBrLoAYGbdDjNuRqdyjA8,0.277,99.969
3WKYPmiPpJas9j5Aari5iK,0.0514,115.032
5EzitieoPnjyKHAq0gfRMa,0.0468,145.983
5O66Z1g3dmflbcEFVPc5XV,0.107,139.754
6HhFgEBHu25b8gy8Bl4eG0,0.0472,117.219
3ADiWhu3fgBY0wIU265Sqr,0.177,137.056
4UQLQJu3DNvVkMVglwElU2,0.0527,107.885
6VaCXrotHjX1xgHjCh2uRY,0.0613,130.066
6kiolMZMQv5CLZqhXMYKJW,0.0367,130.595
2hUV9lOrC6ul4p4WbgLneh,0.382,151.945
78DVpEWwmJFC25KGz8fJuE,0.0369,148.003
4yRtRbhXvKuxfig9nzhcc1,0.217,84.011
1CsMuJeMzRqNgS7G0fo1Gv,0.0308,123.658
69fUU58Xu9Lk5Bsd3aQBcE,0.0301,104.963
72wk71G3cneNGaRSuYBnQM,0.129,159.973
52VJwrmQflskeWoV0OmEEh,0.0505,110.584
5FAK7GY5W3PUBPLkJ6R2wq,0.0793,96.13
0goMtCmNbjbtPhMrJpbBqG,0.0683,128.931
3FZEv9JddkjHNFiMVxJYpS,0.0474,105.052
5vywtoD7fO1CP0B2wtm6I6,0.0501,120.404
5h5BrNPFvc4IXfCgnZJ2lT,0.209,132.093
4Aukw0XdWByO3QtXKeWWjL,0.107,153.976
2ZcVXmalq9QxTGWUOaI8CR,0.243,140.063
414J8tKHbtF16XOiHGBEso,0.0366,81.032
5m0IsXTsXWxSbdltKmsKlI,0.048,149.998
7GYPJzbLXZf9RCXvtulV4k,0.0306,109.985
6vpATnRbTUGyMqQ9UYVMh7,0.0466,120.214
0fDyPYLp5aveCQsTe6dKEr,0.236,150.053
6ZYWSjw01VHomHdOttvJNM,0.29,133.022
2LbOTztU3giUjjYmgtKgj3,0.0449,174.755
2qyhy9ndo8tTGMzXeHTisR,0.0374,131.933
5d6C3XycqRLFAGLtyO3Rfx,0.0448,116.02
0b8qcIPuFq77U6ifMUAVUP,0.345,99.944
4AHZRMJCpscmxygCNtC2Qq,0.304,83.354
