,speechiness,tempo
3nSvgsmfyfsY5nhZFJ75ms,0.257,174.034
0hUYpTyxg5zbSXIyhDSeKA,0.0333,75.993
3RpWjYMS78Q2v2OmPO7A1x,0.04,176.003
6CLZCQgIA9IObxbBnNY9de,0.115,140.031
2zI4Z44SG3BOgcxe2UVJ8A,0.0927,95.003
6ad4IcYg3QWXk6GmquQjTP,0.0393,108.161
6c1Bdvp208X0jbLmFnWbkC,0.102,147.586
62zNrBMhhcCbRJEgX5zjms,0.0567,91.448
0bXFIF7iL17TYLyx8JHziM,0.19,152.094
4elFwESsK6fhXiD0DprppB,0.0615,92.086
11ixVcTkcHIRnfUA05GRCX,0.0379,126.004
5ZYVcqMKF1CxIdPAAXwE8f,0.12,151.954
2CCaFbnGcOkSZIkgdmvXcP,0.0413,171.978
3Vt7qxsRlvVbmcahjIa4Bl,0.0595,127.982
2B5ey0F0QtFKNIR48vfvNJ,0.0436,155.956
3ru4dz83n6tWQXrBJbXJow,0.062,141.023
360aE5q4fclWPlsH73SdHO,0.081,114.994
5NDEmY6IUl9fKEsZNcPKgo,0.0322,150.252
215FCyLSBcXeX0NASXEjyn,0.0656,176.962
7gVXCurvPoK4IlaoKdmZJX,0.0991,139.91
1o4Pf2GIMDCD7ifIM2yI77,0.0282,138.78
0nfBKG11Wv2bK8cPjMU5VB,0.0608,99.958
2dN72Xy0X05DiUXwtGAgCM,0.0395,144.972
4eavkrdMt3ypQcnVmzGP5L,0.108,179.905
3mTyzSoSqh6KJj9p88WHaY,0.0312,140.097
2RvKsA6Ho7VbJkVFiD4UQF,0.0312,135.731
6s74UWM63X9K3koAfU9KUl,0.0955,174.94
0XGLsSU6wtfnKXiMNvQr61,0.243,132.05
38MhIOO3qwOntKURknLyfV,0.0598,144.479
1BokiOtcZLVc7BrPxxRzVM,0.06,128.049
5csdNgCD64XzhsyoRlhzsa,0.173,81.984
4IRHwIZHzlHT1FQpRa5RdE,0.0279,121.227
4vbW5aT9UQGRqEScStQPPy,0.0331,134.748
1EbnuG2uizH1dZoKbYzXPW,0.283,170.044
3GgI4QQWvsqqdKCvnNN0UM,0.0427,100.324
0P9tLQU8ZX55tc9DdB6XP6,0.116,124.969
1AarPbuBp1PfZCVjQgwNlm,0.0371,92.098
61OP9LWeU5qS7AIfQNkami,0.165,134.898
0UFvjRP6DXppM5lcVEsNgj,0.271,169.775
1HqdwQLp3xXaUFv5xRCsek,0.0339,69.056
4ABEsiUE6jT9mNyu63KDQv,0.0391,138.811
2SdnYaB5Py2btGBTLXsK7m,0.0699,99.239
6xGQ24VLMjxVJcBQ85ifx1,0.0329,141.1
0Clb9aiXWa0dvVff5aN4VN,0.159,122.069
0i7bg5CcqyaceKjXaPXywN,0.037,86.993
2XGEpFt3322G8IHsldVqZh,0.0333,117.291
1i7gmcfQK2YpEJTOkKkAeC,0.0467,178.07
4SlGszCL8Kxamm9ngmA1tJ,0.047,65.973
6520aj0B4FSKGVuKNsOCOi,0.165,189.798
4yFxYxxsFjxiPMkhRpKdF4,0.0282,94.057
2faSzprTWJ7L1EkZNko4ww,0.0297,157.599
460n97wRvhCNU4OVgZyM0V,0.033,143.887
2NVDO608nh5dExZy0Q8WVm,0.0384,176.471
7k7pXEpfhLmQMIxA6VIo7W,0.032,156.018
56sGsXPG5tQ7PT8Ticy9zn,0.04,78.507
2xTeBEE0wJ14jjsDp6Aw6C,0.0381,92.894
0PqzweEfZz6CFduasBimQQ,0.0563,119.017
501PoxE6Qti2ekECimQeXK,0.192,95.019
3ju5w7orV4Qc6YeGYuTEEc,0.0377,208.362
6AGj0kbhdf5EMT2nnq98XC,0.127,132.029
18VxeyQdMQQG3FaY2I8A04,0.0578,161.965
4acrmQKEaktMdxTQDwFV7P,0.0395,119.682
1H1GmMhLyObIV4jkRNQs8a,0.0305,125.979
5ETyPMjNT4EA3kOBaqnE6r,0.0544,180.798
1yxoUrEVFXcvKe8jrlXGVd,0.0321,89.392
6WFV9HowZft8fw5eg9IpPA,0.0582,210.108
5b93ExHMimxq1QtCC0BZMg,0.126,180.08
0fQuzbQNLcD1ofo7B2NcFI,0.028,119.991
7hHxHM4KzsppURccLnhLgy,0.0335,90.01
5LZQ5s0kRZS9nBSd1xLK7U,0.0558,129.827
1jTrtSnYLTyW8IN4yb7Uc4,0.172,148.105
7tzWMecezO4TtpjyPqDTHr,0.0402,89.959
17Vry8h1fUTYg8NL6pHhem,0.0352,99.995
5rzxZtUQXVlVEW7u7gKNLe,0.0332,130.04
3yPBHVaydiZWclK8hhdP5X,0.037,136.467
6aLsas9Kxln30DsIj44KeI,0.0288,104.358
0HLWvLKQWpFdPhgk6ym58n,0.0287,90.457
3duP6mBVDsHM8ioN7o7dAK,0.0332,88.016
5WEFOKbWxFlEYG0gGKmhjo,0.0378,169.989
1YSXK9uMyJ6LEAr34p4MMz,0.192,129.991
7bwugdPu3uLLy88PdEdgjK,0.0459,127.893
4fxF8ljwryMZX5c9EKrLFE,0.361,158.328
0XN2BcoaKE4Z2hnq1ZeDY1,0.028,109.965
1zCi4cVFqe6ja16MeGZKRN,0.378,135.956
0EAVieKPvmrkjIPVR5DDqj,0.0352,75.961
68GPMvvFOJTewf2caSZYdw,0.237,128.023
5fVZC9GiM4e8vu99W0Xf6J,0.0379,122.035
728zbo72kOoYdGR3AhNsyF,0.0304,130.08
6dwcPXelq5OPKY4idJtnJG,0.0394,168.394
4dQ4BPKoanm9j8h7SRlG61,0.0557,91.81
43rVaC703YCbLSUBeGW9Jo,0.0438,72.89
1PW0MH1EwqC09G0OnnjnT4,0.0437,135.143
6Mqv8VvLeqavMY1yYMGveb,0.108,166.13
1sTUEdVO85YU8Ymk2jeAls,0.0675,95.902
4I1zD6WvoJoLDFWsqcCpMJ,0.0437,126.078
0MiX0DUvJlnUr9l4rT9REC,0.0684,139.839
5nWgEBtaRwVrCMjer1RtLm,0.0343,81.943
4ymHy4hzJ09WxvvT7p0Azy,0.0858,65.23
12O2LfSV2VT9WkZ66C3VbU,0.0279,85.934
1Fy9hQQLek2UpOYUEPjiYn,0.0619,116.999
2vjmUmO71XEDuitvK4sxRM,0.0293,135.92
6zeE5tKyr8Nu882DQhhSQI,0.0283,93.503
6r7FXNO57mlZCBY6PXcZZT,0.118,127.907
4XTuSMs47SIg35KxhNIUGe,0.0267,124.964
2I1SixGx4KGkn4Uq9O1tNp,0.049,128.005
71A6V5dh5Y8ikhm6NGwZ7p,0.128,102.651
0I80OTHpfJWGgkIeRXGi3i,0.0579,80.887
4CfmLGkJ6lTFJrxCWnRaLN,0.0242,110.024
4HKjBsqzGScnd0TsKoVlNk,0.0317,142.922
0Q9oXksYs1WWthQfD68MSu,0.0987,98.978
13mXFvyRyjfIjnag95Rnug,0.0702,132.175
71PN5ixhorH1y4eHVbvjO4,0.161,108.428
0FUVBQBygpJ4Y7yVElVmIo,0.156,97.061
6CTbAu0iCBRsHJKmUHHRU6,0.0391,95.928
2UhhSTIAKDa5lwWItkYvIE,0.0416,129.946
4YUFJvNPETEebYuQE0YMKo,0.0319,73.579
0i5el041vd6nxrGEU8QRxy,0.0354,148
5tkcQeBaeM1ZoNs2YUOmnz,0.0476,117.97
3hDJ0aEqeywrwGrr0Q3GZV,0.0255,181.017
2ryAcZJz8x9LGqCKEKsHng,0.0495,93.527
3s2FxrA4ZXbTR6SlH6LXh9,0.034,110.97
60ZGteAEtPCnGE6zevgUcd,0.0362,102.021
40h65HAR8COEoqkMwUUQHu,0.0282,142.686
3xUUTb9OpgHDLsG4oB8t59,0.0872,114
05DejmhRYCktQogzOVX1H9,0.0341,161.788
2auwi1aYaUp4KIZUOsfH8K,0.033,101.973
3kqlA4rbCESJPTE5RR3w3b,0.228,67.546
5MSyLP5hFwvStqSFWc00AY,0.0467,87.002
6xz04ypw5JsqiyityCASG1,0.313,95.1
5xevas4P14kVmD4St0X3yy,0.0362,87.565
5swdqhwvaRJvIObTMetZi3,0.216,179.964
5bJLOtxCzkJPrcBHmEJbdU,0.0377,107.988
1uuyATSrgeVURyWHy68VxX,0.0258,101.934
3NUAnPminbwPZICFpMDoNF,0.199,93.033
0G3fbPbE1vGeABDEZF0jeG,0.0522,110.596
0budOgxFC9sDSG369T6yi9,0.0867,85.04
5iaVupGhrGVtwBvmGxxYih,0.263,78.798
3W6UA36h0zahjxU709wLSI,0.0351,145.047
6i0eXvRAbVKD1EZFrXvur8,0.11,188.003
6vJ6ArNo6rk2CNucyU9TE1,0.0306,122.247
45EsvLplQ5uF9HlAk9KzQL,0.0596,89.923
6cZRY3VaE6FeiMPHpaTvq0,0.064,131.035
1iAqQMUVtp5E1EYJkqZw2g,0.0458,118.018
34aYkYrY3sXhEU9O4VQgtB,0.0301,132.929
4uPR4wRw419VH5TasUr9Cg,0.0561,108.062
5YFIbauvzRGfW7xktVjR0I,0.0593,81.578
2Z9eBlrhDNS547nNxNEwAp,0.0477,116.005
1JV5JtZfTzE1KgBCcKmmxR,0.0261,84.958
5YSnYnjBbk2AZMowniT2oF,0.0761,140.049
6dFcL5hsy8dy0RCFx7f5FD,0.0395,129.983
0bel1i7PQGAXEEJb5Nrxfe,0.255,110.001
0cqRj7pUJDkTCEsJkx8snD,0.165,160.078
40XHORpTeMwJ2hwpKhpRqW,0.068,88.002
1EXMjx4nCIvYTaY5CZMUSl,0.0326,75.59
210yGBhfztDpY3ijflLKgr,0.0436,128.376
4P2SJB4mGJ0DpusrKbrGBV,0.0815,106.337
6YD8kCDE1sCP38uKeRloQL,0.0343,117.216
5cIQbhF2uB0zJHmvynMIav,0.0295,108.107
35Vle8dEPRW22MGQsqj0vq,0.0523,125.953
5pRElcsPZrgZXkoON2o5Go,0.12,170.033
60R2v9lheAu3lwZwAFxMZK,0.0763,143.017
3x94KfC5QAsqFKjUGQBH4k,0.0341,140.047
6wehkknfXsQc0T6a5dZOfQ,0.0637,140.011
7Dy1LOaEeuYOEe5k17T3Rh,0.0274,134.357
6TnDdpaGhuNYxUmj9aGMR4,0.114,106.67
5ztCcMNmFiq5ZnID9jY9SP,0.0569,119.019
0A1QehwXuYOGcIoZHy7UTb,0.0507,84.641
0lgVoUJ2uVH9dwCFPJ3VI6,0.035,140.053
0T6kwiueP62ten2KLLmQS4,0.0563,163.107
5ol6DEWpysoqvPlvq13q8n,0.0563,133.938
3E6PDLeZAUYoXoJBm6Kzzy,0.0312,62.153
2TZb8VX8eiqltuK2zyP6UG,0.0695,76.902
65UAXIxpJtVSHz05KjykmQ,0.0286,138.056
64dACCgR2MMQOjtde1LRCw,0.0325,72.947
4atsB8EjUKY1kWg8KVag9h,0.0472,95.03
13VU9JTEVLrDfFUi7ZhuA5,0.0532,130.007
73PzTTLrHbe1RFkpPIRPYb,0.0485,116.974
5JBH2osD5Y5AneMKPOfY1s,0.0535,99.135
16QN8cBubEq706vNtPpOME,0.07,130.012
1aBO5KPwxqLESNTTJBR6VP,0.0441,119.933
4PwrtL49U4FF3JVcU6Bwln,0.0328,147.591
5cFpQq4QVTNWdzdjPOZ5Jl,0.0504,137.216
521KPNCZfEwA5Z5WUHDDza,0.037,89.419
2ZUjks7eu5jmj2qnWLm8qm,0.0862,144.118
4w1A6hpzde0vueKoJUv7QD,0.0478,149.92
2G6pvEfrwrJZS6NgqS3DqX,0.0313,113.228
0qJwsov9fMLYGoPZOompnI,0.226,187.305
5YxykJEgCk2wRGCZBnPP5y,0.0282,113.975
0aAcuVJCmIkgVKzKHGfp1K,0.193,90.956
7yziyp0vKmMd19uQO9gOqF,0.0254,94.975
53AfG8mkV8B0MzfymQmIvj,0.028,140.515
0MvA6gUuvoh2YvLXwFlJ9L,0.0306,126.185
2C0KFbb4v9CNWR5c9jWcKC,0.0475,130.084
4kxbttJlAfRvzIJy3RtWUB,0.0398,111.897
3ZD5EEWmD4Hn0DUkd8j8dm,0.0889,166.327
2rYoO3Z8yIzEdvcdNJkVzM,0.0614,138.142
0wGTxwSppO1QOcqqNcIAPR,0.0283,105.991
31FNXsAGwHzjTlLkmuUwk1,0.0341,117.882
14OxJlLdcHNpgsm4DRwDOB,0.0313,110.02
4qMj5zBgmmy8PkLfTbnaQM,0.053,134.954
2ASygm7048ssav4ekbehPS,0.0375,145.156
2YvyKtXIEpQoLYtuUNp7Lg,0.0808,126.762
79AIg6qrqHw6XN3PUj9ctE,0.0344,107.015
6bsKGkHtzmuW3XqCCy4lfw,0.0314,110.013
1hlwA8qvXx0Bl6iYuDbIuD,0.138,97.998
3C2DyBQAn8LjJ2mebeuhNx,0.0324,130.006
3GjF8PNprVtiBtQnSgcHFU,0.108,122.025
1jMp4hooxTlZFnRegBShOr,0.214,160.212
0mvocLIWUnT10znvIXwHGr,0.0235,97.159
7xSQQkKB4haj3U0iuEG2cI,0.0318,119.961
6rToK35JP16q8nn51McoGZ,0.175,75.999
10TRFwDyZkx1MstgcpfDXc,0.0625,185.381
5ZxIQNPTQmxsgjBdf1ZmmQ,0.0409,126.016
1sZWRWPnJoV9ac32i3oMwz,0.0954,143.912
5vBuxtwitUimHR2gBOnJYR,0.067,79.982
0m1tWdj810bBF3sIxwm3bo,0.0376,119.994
7bbYT48HWWIbL3YKmtMNzn,0.0548,112.99
1SF7b9ngZjBFK2g59RX7lW,0.0725,152.027
512vwXggVdP18VkQy8hAPV,0.108,75.001
3bv3J7fYOLcbk1TtfcqaEA,0.0361,82.213
3mJ6pNcFM2CkykCYSREdKT,0.0425,116.207
4fyBFOYrtF6hGzZXtDCega,0.038,122.982
18CDjnjNEMZQ9OZ06AXSZB,0.0456,105.025
69d67l28GKygFwW4QbyfDR,0.343,90.012
0kMxybaVSjw5oXbHG9sDdc,0.115,140.107
0ydsi4UHPiwLQWZKTlkcaP,0.102,129.956
35DciiuaU8Lut9EkrlP4wR,0.0318,150.071
0SZzUIGLDpiB74WC5ZAmz2,0.0332,128.069
7DKjnQH7yeCUPXX88Hh12p,0.069,204.163
6AIAcVlHaBMqhKxFSFpq3M,0.34,68.041
2of2DM5LqTh7ohmmVXUKsH,0.0336,114.997
3cU2wBxuV6nFiuf6PJZNlC,0.185,79.427
6rMvg6kDTe8GVnKLZgMfIB,0.0336,140.021
79fnn7mvxfDhKLUabP3zAH,0.0464,105.03
7d2TRw0Ub0Pr3TGWlN7jpX,0.0704,119.986
2cN430MakYNpjAGr165EGA,0.0384,68.493
5ixQCurcV2gKLqJGMeLvpz,0.0324,124.919
1434249kwKGgqoRhCD4zyJ,0.0286,111.359
1hPSnQSlq5Erk9GvPl07rR,0.0571,135.003
0o9nvQjrVFMdHk3d3mi7RS,0.0449,112.89
1XNwr3B4k9U7BNXeRMnJgU,0.0324,95.915
6vrkETwgE338I3QYxFg0ZB,0.0521,120.036
4JFTOshl2tCk379jFm9eyy,0.0613,92.537
6rhFQMrr2BWrnLewzBh0Wq,0.0519,161.295
7tGOxq2rtohwKQml0YVF9d,0.132,176.563
2Oah03oharaPTFWTIVPuCC,0.28,120.002
7vGuf3Y35N4wmASOKLUVVU,0.0853,141.971
0BiGd2FNDQ0eh79ZHfp6tS,0.0635,112.071
7oZvVh9207VWychX4zw0os,0.203,100.008
5uFnBjrDzvYz48xvUwBRBd,0.0271,106.128
4L4DOYJFB3QiYIssnMDCrd,0.482,72.235
4U5ZMiy7JRhgfh2AC2UX3h,0.119,153.985
5bccusEjEtnC5cDfWXQ8rf,0.0367,88.383
2WRh5NjSCLdaynh890QGLb,0.0519,129.913
6zKF4293k44ItKWJJgrhXv,0.0663,177.018
2aZ1maIjejILnZcy3sVoJs,0.0279,100.037
4rHZZAmHpZrA3iH5zx8frV,0.0503,76.899
6pGMA1Rp61dPmC7OWcEBnn,0.0427,111.994
4L58FgCh0T0WNG0UIqxK4E,0.0291,96.072
5Lt0L3Hc2eSZXPIOGWXcd8,0.041,112.001
3aJkV6DUTSCqOwVwaBDG9B,0.248,128.014
6tB761SAYhdBa1nDZjnnf2,0.0339,122.971
5DKFbJteHTFm0gT96lhJ2E,0.0668,179.969
4eing5jncX5PU3Wtf8ssBc,0.251,75.543
69FPbxVbw7XRRLLXgAGKRY,0.342,87.098
7pxhKtuTwofDIdgHx2DcVK,0.0435,100.993
0rWMmst8s2ntfXuF74U9S5,0.0869,127.983
4yhbNOSNCm3duXybvTP8nQ,0.0296,146.64
5x8W6iNXDCQrHp1DF5j4UW,0.0869,106.137
0lu01ISHR6W1SxUnBCyh0m,0.147,100.041
58jx3tTuDuzHysC77c0AQd,0.0289,122.977
5ngpjmLmY4zqbzGMxGCdsm,0.06,139.93
45ayQ3xzAYAEsJ9toVyQel,0.0377,160.064
6qEf2T1w22YHHuq4WA2u8i,0.0311,85.153
0ToT7hkqQq1L91VtznrmGX,0.0406,101.598
1368HtnPZ4j4yyua4ejcLl,0.0319,127.207
2FLbIwAlU5nRbKraSwuRXF,0.0381,117.781
6vscP7Fweq7fwosyliwjRq,0.0416,128.013
5vTPxzm4h2bY9rYyVrGEU5,0.0852,121.017
4pbQqdxHDI1oJpKxEfHxvq,0.143,83.959
1Xpj3QviqIEVqPS2YbivL3,0.129,140.017
49vwUeeauJgEQxDViXA01C,0.0816,95.01
3yrVRdwCbEeKODZgG2mVZX,0.0274,77.399
4xVMcVFgrtyy11QFAJuS1f,0.034,147.443
45JxylFwaThjLsRBuzcfoL,0.241,116.927
3YRY5W6LylZNFMcFBfjWy3,0.377,140.121
4rIkcu5U87HoYi454m8Gen,0.0566,119.962
12fOaTx7uEuKCmJX6XryyP,0.386,78.344
5laZcRtGliXmG4MVGO7w3d,0.0348,151.389
0wmlo7aL8mlGRzLuC10rhb,0.0525,124.997
4E2nWAts1h7DP5n6eGcq0y,0.0655,167.979
5wYG7LnAI1pQU6kwFaJswW,0.451,104.024
1mEEJAvZw661Q1Ab8YA59z,0.0286,134.806
5GUgoNeeEvVWg6sMCLpHzO,0.0362,168.877
1AI8GOvA5jhcSmii1sy3kN,0.114,117.891
5Ut5dDKfBUCMsWQbc3Lgyi,0.0412,131.969
2dfHh7ECGxfNqZTQno09Vk,0.0267,105.177
67GLqmXaW6vf9GavGj8IyB,0.0869,86.997
4cbdc5o4iRg00gESrpV0zB,0.0288,105.021
2HiH7eMk9aokfnIEFzWiMq,0.041,142.034
2T8hXV9LUZMDBKR5RALGEa,0.409,145.894
0rjO7Gbz4PTbj08FdLPzSU,0.0275,113.932
2fFPY4TUzBM8ZHKHBmX9EW,0.0403,167.387
64DXFDl2A6ObNy7iXFlZzZ,0.0746,140.068
6nuzSGJOEP5PULyvDTxOMH,0.0807,145.155
6VtcgrVYo2xfygcWAfRpd1,0.0314,96.004
7M4VDk55yaOIgGNsIcOnRv,0.0749,100.485
6Bn8QuwLkcAOaJ6R25NfaF,0.0385,133.402
2LrHhwwnwGyLskxx222ase,0.0348,144.028
21nrcBlU23iBDSRAjJ6FY1,0.0433,96.012
0iKPLBtXGEu8kwFWJtYsjd,0.0338,146.986
2DZuw7l7616rrJmI7GMRjA,0.0417,144.85
63oA3BYRxTGZw2z5dM0lSq,0.435,73.073
7F02x6EKYIQV3VcTaTm7oN,0.0293,112.46
6hj3ghOsm5ERypMxhiqiNw,0.579,77.519
7tVvFccptSXlfHYjEvMmSQ,0.0605,83.987
4o6iTWnd0uhuUIRxdWvzP5,0.0588,140.025
5nM4BZibzfbI2rDvMbu3bm,0.0289,152.009
2pNllR1aL6MFh1npf0376T,0.0331,99.939
2crpmiIJiV6JDOw0acn06X,0.073,168.044
73jJWaNrhk8zS0fY8gPesD,0.0415,57.465
705EA8I4eKBqJ22I9b0oue,0.0353,76.039
6iGbUST3l2xFB3B8aK8wwW,0.248,94.933
6nDAs3PRe37fgqLfx51lBB,0.209,139.913
1uUGn3Sk4qErHdDqL1OSVA,0.238,110.047
7e5lpBneVYULomIBvmtXtU,0.0306,100.978
2SYa5Lx1uoCvyDIW4oee9b,0.0918,169.959
2hdhm6piUJnmKXmEmskXCg,0.0338,119.589
1h9QSZo50yzC6ZFo9hrMWu,0.0625,109.661
5uPvK2ggmWVOZMK3tOIjYW,0.0426,79.99
2Vo3sVSCltAaYU1u0f9ASz,0.0593,107.968
1Ob94QesoxHSBrypyBbdfd,0.0591,123.921
58PWl2rA7lU90UBvDufzWm,0.33,153.092
1CQqupcyMg7176PPmIVmSj,0.0341,105.623
5fXlyeTtG6Q9gnyxPFBk4l,0.193,162.172
6oF3Es1YzzmLKjGBfThUvD,0.15,109.944
1KgVipm84p0E6E7YIGj3R8,0.0448,129.99
07nH4ifBxUB4lZcsf44Brn,0.0808,128.024
79kGTUTQNIwnOr3Zck04vB,0.0285,75.915
2tR3FMUgtCTWheiDNnLtMP,0.151,95.066
4t5P16oxs3w2IUMp0xo4V7,0.357,87.916
5H0RXTeRWDKTrQNMWNPm7Y,0.0539,159.783
2cOkXHZOloMnMN8mWt70vZ,0.0636,135.983
0HtOJj7Kl74s1Ngf3MWeif,0.0587,139.652
3XcYPyuk0BwiB4w6tgKpOC,0.0271,100.447
6MVCr8J3BtMoPOzUyIz7p6,0.0264,122.948
0BX7YHzjF380yu9jRscoF8,0.074,91.957
7xjQ0YNPtC8R9tEdFNOFcG,0.0659,117.896
7noz6lydFxH30fneHwKMvp,0.22,164.985
33ABcIWvTPoFden0sD7qki,0.0694,155.007
1nFtiJxYdhtFfFtfXBv06s,0.0317,105.218
4vHUtw7dbHNuYMUTIBwRZI,0.0586,176.451
0fBSs3fRoh1yJcne77fdu9,0.0348,72.847
28VlXchMzxLyOBAfQ9AUmY,0.0991,185.577
48s0QHJgmiNsth3WEO6U4M,0.0332,92.474
4jDzXlwGp3jQW5TTmMvn7R,0.0319,120.472
5igmAy750NCJWK1yBhkqxT,0.074,159.961
1ERxZwkfoHM91tdOWVPI78,0.0299,179.99
3T2S4sWmkZXTPWAvgQiz80,0.0584,125.992
5vjV8rtLO9H1XVMFTXSbnZ,0.346,131.194
7FQ3yibXyvvE8n83x8ivwT,0.0616,147.887
4FmxP236eZunoF0n4NEGml,0.0299,107.006
7GUZmWurQaEh9tpRKhvM5s,0.144,119.972
1J8v4n7CBHi3ln2IE5ssnq,0.171,98.1
7d05Cx72W1WsWUw7MAD7ia,0.0595,94.991
0V1TM8S0mQrNa7WT53CNSh,0.0406,83.792
03smuLvVykpbbRgfStsWsv,0.0824,113.924
1RxXS23GYj6WbaoLV9siTl,0.0657,149.982
5tjU4lnY32ws2a69svmw4S,0.0466,137.308
7nCwN0SjXZmEsp1KJrsELD,0.488,137.244
3CV4lFELdziNM1OnHU8nwz,0.0317,153.298
52lpGdYt5yxoMCTHdd4RTg,0.0317,110.298
0XHGKdViVybbZKqEZ2tXqV,0.0404,119.197
39eF6MKU6KSIBFkOUbM9ZH,0.0331,77.328
6jSMrhW8D2J80KcaffofIO,0.0767,93.101
4abWrsPxEblagQ4HvM3H6n,0.128,145.97
2PQ7Gj5POB8oHXWbGLI2u8,0.0544,79.985
5aj0xPGiEUN3aI2oOYu14S,0.0321,92.036
141JmkNAbsMQ5ykSy1R8z8,0.0523,79.992
2hxV5yGCr1nIp5bQBxXL13,0.0619,119.839
2mz1zRgNEpIWY7ejuRYApz,0.0397,78.858
2dTItVx5xmi4o9cIgLgbVi,0.0451,140.891
49qWe1YSbt4s5TvtN09jgi,0.0372,128.025
3EnWY6bJgV7C1SN0848HYf,0.0421,64.201
1DW9BNBMSG177EW7EmvC59,0.0842,143.987
6DGMsHHEKfHgjcYlo6OjL6,0.0567,101.883
4WMFaAJHpY7DtQbyYeqwz4,0.0347,95.003
2USRiEOdYPElxkIMU5QJu9,0.0692,159.878
4jTiyLlOJVJj3mCr7yfPQD,0.134,143.072
2mrZZMJCsuNq3WrhFte2yF,0.144,185.184
0XHRg1fJGPNgMLPsvolLj1,0.0287,97.996
6H5Okkr0UUFn9vATzRFzOW,0.0953,124.973
4K1imZQQ0yKtJ40vGmUajS,0.0382,118.867
0faYOYKrE2vel4dQQqgXkf,0.0622,67.648
4MFlw0Rqj02GpUv1wuY2Dx,0.0595,86.066
5U8hKxSaDXB8cVeLFQjvwx,0.0691,110.004
3axgqGqkHevsTI9mQLecD7,0.0484,90
2rcYa3ShNGRG5MjgsHOQKt,0.137,130.05
0jqK7sGTLsHPkQrrcrGuKD,0.26,191.936
4KWTPAEjrADcSBqabTOZiF,0.0654,148.896
5Wz9a5T5T3JgVDxMpX9BFu,0.033,70.932
3bdyTU9V4twocgvQZ3sjOP,0.0279,102.347
2GkDiMoiiXd2f1VIf4M5pb,0.102,200.821
6eGRWLRQtT7pX6iXPpFiYk,0.701,83.988
2z9E2VBDas2LeSy09Iotr5,0.0389,91.981
0lv1ZLSo0XaWU98Ggl2IBr,0.0605,74.961
6M8UhCdVuWxKwVRhe3sWQa,0.262,199.911
4OKCW2eEdSfkoVeG8YHrKw,0.0444,85.774
0i8JFpqe9cKwnrcvoNgl1L,0.0837,126.025
5UrZ4KobW6ENG37D5tGjCg,0.106,121.957
3wrP2GVxWH8VpHPOsKhYgz,0.0638,120.993
22GcTTadQraYpzMdyKJ6cU,0.355,165.156
13nUPHfUqSH499x6gCxBD1,0.0416,121.131
39BYRAiJhO6fWPJTDYhMxm,0.0394,169.449
6ALC3gvFAxyEUY9xpyh9VK,0.051,122.333
6ZygaqgtPkiahkiYJhYWhn,0.0411,129.456
32LJR20n7va12RxlntRI1j,0.0321,97.162
2WfaOiMkCvy7F5fcp2zZ8L,0.054,84.412
0FGTz3d60ejPOHzJi1lxvN,0.0344,121.813
4GnZ2C54pHjYoB2xPpngQo,0.184,130.022
5Ob50EHZIArwZMw1H0oLjk,0.114,125.101
5dwNgWoqKuGiULtMKILzKz,0.272,89.913
5dyUA8LLCsPPD9xTtE4XKz,0.0739,118.635
6qcuRcbz8DCLG6nG4or8Uo,0.0366,130.022
6EVKzzNM0ZhEvJTBk2SACX,0.278,84.577
5IgCmMRQwLKUAhmVhdlBEd,0.496,114.713
5ykXsKJqx0GE0dsogxjylG,0.0326,117.963
5JOrWjFDzatQ1ycDJ3Tybu,0.0407,120.013
2izhdGMmHHOFT7xie7bK2V,0.0509,140.028
078kLYfYCjjPMbABqriXT3,0.0286,84.255
1gVgkQFOKa8Wc1HYsJtPdH,0.0298,91.893
4dhv4mHoy2tnAhmR84gBQe,0.0591,171.125
2251uBluKAsAMZXAfiorxC,0.366,132.055
0CNjoQozZP0mB9rKVdrKGx,0.138,104.908
2l4ymyCvSNxvxL2BI9iU0Y,0.106,132.491
6jysVEvYzaWKPBpc39Pevb,0.0608,119.95
0lmEx9HcHVUbYGMHiWePXN,0.0575,82.222
67VTOuPjeGV6F3CZ2xDrMx,0.0576,98.527
51FpzuGkRYXFgsE2zXt9av,0.0272,97.398
3F6bUrxcmguP9Z5TJtA5DO,0.0555,99.981
4Xfzxodo4EqR4Otxo3cc2g,0.0791,124.98
1041AugHRUItomim5CP2kv,0.0526,122.004
3xCsHloPBl211Yi4UEUUcm,0.0369,114.867
67QfwmHnHGwtS6YTtLXoD6,0.083,119.59
6kPxXhjSvy8RsmZBAJUiFs,0.0449,132.495
2GTBnTnkvaNhVg7ADGnVzN,0.173,195.795
3PiLfzEXHrvT1oJKR8PAJt,0.274,96.989
7rR5X9RKz5VprclstYOLb5,0.0309,84.41
42rFOQqHmXf9IkdwVqkooK,0.335,167.907
5vNocq26ujTMI4L8bECuGk,0.0386,138.136
6WoQzK5Exbfcmow1AoNRkl,0.0262,79.989
4OK1XrubP6GJs4f6czk8Jg,0.0386,78.448
5EhvDAos2Ppf82XN5EV60u,0.0389,180.056
7KNZboNCgQoODkmqr75huB,0.0336,125.456
5hdOAZuYJWsAGOxBKUHpvu,0.084,100.146
3TGUa1RyzekILxhY9DLML1,0.0383,163.751
2eAZfqOm4EnOF9VvN50Tyc,0.05,82.008
0MYNeFsKpzBHwrJGfWZysV,0.0889,124.551
